code,level,processed_code
"food is hamburger, pizza, tomato, rice, salad
print food at random
",2,% is % % % % % print % % % 
"name is ask my name
print my name is name",2,% is ask % % print % % is % 
"
print ask",2,print ask 
"animal is ask What is your favorite animal?
print a animal is your favorite!",2,% is ask % is % % % print % % is % % 
"variable is value
print The contents of the variable are: variable",2,% is % print % % % % % % % 
"name is ask What is your name?
print Nice to meet you name",2,% is ask % is % % print % % % % % 
print welcome name name name,2,print % % % % 
"character1 is ask What is your name c1?
character2 is ask What is your name c1?
",2,% is ask % is % % % % is ask % is % % % 
"character1 is ask What is your name c1?
character2 is ask What is your name c2?
print character1

",2,% is ask % is % % % % is ask % is % % % print % 
"character1 is ask What is your name c1?
character2 is ask What is your name c2?
print this character1

",2,% is ask % is % % % % is ask % is % % % print % % 
"character1 is ask What is your name c1?
character2 is ask What is your name c2?
print character1
print character2 
",2,% is ask % is % % % % is ask % is % % % print % print % 
"character1 is ask What is your name c1?
character2 is ask What is your name c2?
print character1 and print character2 
",2,% is ask % is % % % % is ask % is % % % print % % print % 
"character1 is ask What is your name c1?
character2 is ask What is your name c2?
print character1 and character2 
",2,% is ask % is % % % % is ask % is % % % print % % % 
"name is National day
print happy name",2,% is % % print % % 
"props is [huh, what, why]",2,% is % % % 
"props is [huh, what, why]
print props",2,% is % % % print % 
"restaurant is ask Which restaurant do you want to eat in?
print Welcome to restaurant",2,% is ask % % % % % % % % print % % % 
"move is Rock, Paper, Scissors
print move at random
player2 is ask What is your next",2,% is % % % print % % % % is ask % is % % 
"move is Rock, Paper, Scissors
print move at random
player2 is ask What is your next move?
",2,% is % % % print % % % % is ask % is % % % 
"move is Rock, Paper, Scissors
print move at random
player2 is ask What is your next move?
print player2",2,% is % % % print % % % % is ask % is % % % print % 
"name is ask What is your name?
print so your name is name",2,% is ask % is % % print % % % is % 
print i love physic,2,print % % % 
"print i love physic
print what was the topic",2,print % % % print % % % % 
"name is ask what is your name?
print hi name its nice to meet you
print hi name its nice to meet you",2,% is ask % is % % print % % % % % % % print % % % % % % % 
"drink is ask drink?
name is ask name?
print here is your drink name
",2,% is ask % % is ask % print % is % % % 
"drink is ask drink?
name is ask name?
print here is your drink name
drink is ask drink?
name is ask name?
print here is your drink name
",2,% is ask % % is ask % print % is % % % % is ask % % is ask % print % is % % % 
"drink is ask drink?
name is ask name?
print here is your drink name
print here is your drink name
",2,% is ask % % is ask % print % is % % % print % is % % % 
"name is ask What is your name?
print My name is",2,% is ask % is % % print % % is 
"name is ask
print welcome name",2,% is ask print % % 
"name is ask What is your name?
print Hi name its nice to meet you",2,% is ask % is % % print % % % % % % % 
"name is ask What is your name?
print Hi name its nice to meet you.
name is ask What is your name?
print Hi name its nice to meet you",2,% is ask % is % % print % % % % % % % % is ask % is % % print % % % % % % % 
"name is Player1
print name
list is Rock, Paper, Scissors
print list at random",2,% is % print % % is % % % print % % % 
"list is name is Player1, Player2
print list at random
list is Rock, Paper, Scissors
print list at random",2,% is % is % % print % % % % is % % % print % % % 
"list is Player1, Player2
print list at random
list is Rock, Paper, Scissors
print list at random",2,% is % % print % % % % is % % % print % % % 
"game is rock, paper, scissors
print classic game at random",2,% is % % % print % % % % 
"list is Rock, Paper, Scissors
print list at random
name is Program",2,% is % % % print % % % % is % 
"shop is pizza hut
print welcome to Pizza hut",2,% is % % print % % % % 
"list is Rock, Paper, Scissors
print list at random
name is player2
print welcome name",2,% is % % % print % % % % is % print % % 
"name is Player1
print play name
list is Rock, Paper, Scissors
print list at random",2,% is % print % % % is % % % print % % % 
"time is ask What is time now?
print time is your favorite!",2,% is ask % is % % print % is % % 
"food is ask What food would you like have?
print food is your favorite!
",2,% is ask % % % % % % print % is % % 
"name is rock paper scissors 
print welcome name",2,% is % % % print % % 
"name is to a game of rock paper scissors 
print welcome name",2,% is % % % % % % % print % % 
"food is Pizza
print 'my favorite food is 'foot",2,% is % print % % % is % 
"game is rock paper ,paper ,scissor
print game is at random ",2,% is % % % % print % is % % 
"game is rock ,paper ,scissor
print game is at random ",2,% is % % % print % is % % 
"special is ask What do you have on special today?
print special is what we have on special today!",2,% is ask % % % % % % % print % is % % % % % % 
"value is ask enter a number?
print the value of value is 10",2,% is ask % % % print % % % % is % 
"value is ask enter a number
value is value * 10
print 'the value of value is 'value",2,% is ask % % % % is % * % print % % % % is % 
"Player1 is Rock
print Player1 = rock",2,% is % print % = % 
"play is Rock
print Player1 is play",2,% is % print % is % 
"name is ask What is your name?
print Awesome! Nice to meet you name",2,% is ask % is % % print % % % % % % 
"list is Black, Blue, Green, Yellow
print list at random",2,% is % % % % print % % % 
"list is Black, Blue, Green, Yellow
print list at 0
print list at 1
print list at 2
print list at 3
",2,% is % % % % print % % % print % % % print % % % print % % % 
"item is rock, paper, scissors
print item
print choose one from the list
player2 is ask enter your choice
print you chose: player2
print program chose:
print item at random
",2,% is % % % print % print % % % % % % is ask % % % print % % % print % % print % % % 
"item is rock, paper, scissors
print item
print choose one from the list
player2 is ask enter your choice
print program chose:
print item at random
",2,% is % % % print % print % % % % % % is ask % % % print % % print % % % 
"item is rock, paper, scissors
print item
print choose one from the list
player2 is ask enter your choice
player1 is item at random
print player1",2,% is % % % print % print % % % % % % is ask % % % % is % % % print % 
"item is rock, paper, scissors
print item
print choose one from the list
player2 is ask enter your choice",2,% is % % % print % print % % % % % % is ask % % % 
"item is rock, paper, scissors
print item
print choose one from the list",2,% is % % % print % print % % % % % 
"item is rock, paper, scissors
print choose one from the list item",2,% is % % % print % % % % % % 
"restaurant is ask restaurant name?
print Welcome to restaurant
waiter is ask what is your name?
print My name is waiter and I will be serving you tonight
customer1 is ask what is your name customer?
customer2 is ask what is your name customer?
print Hi customer1 its nice to meet you
print Hi customer2 its nice to meet you
drink1 is ask what would you like to drink customer1
drink2 is ask what would you like to drink customer2
print Great I will be back with one drink1 and one drink2


",2,% is ask % % print % % % % is ask % is % % print % % is % % % % % % % % % is ask % is % % % % is ask % is % % % print % % % % % % % print % % % % % % % % is ask % % % % % % % % is ask % % % % % % % print % % % % % % % % % % % 
"restaurant is ask restaurant name?
print Welcome to restaurant
waiter is ask what is your name?
print My name is waiter and I will be serving you tonight
customer1 is ask what is your name customer?
customer2 is ask what is your name customer?
print Hi customer1 its nice to meet you
print Hi customer2 its nice to meet you

",2,% is ask % % print % % % % is ask % is % % print % % is % % % % % % % % % is ask % is % % % % is ask % is % % % print % % % % % % % print % % % % % % % 
"restaurant is ask restaurant name?
print Welcome to restaurant
waiter is ask what is your name?
print My name is waiter and I will be serving you tonight
customer1 is ask what is your name customer?
customer2 is ask what is your name customer?

",2,% is ask % % print % % % % is ask % is % % print % % is % % % % % % % % % is ask % is % % % % is ask % is % % % 
"restaurant is ask restaurant name?
print Welcome to restaurant
waiter is ask what is your name?
print My name is waiter and I will be serving you tonight


",2,% is ask % % print % % % % is ask % is % % print % % is % % % % % % % % 
"restaurant is ask restaurant name?
print Welcome to restaurant


",2,% is ask % % print % % % 
"restaurant is ask restaurant name?
print Welcome to 


",2,% is ask % % print % % 
"game is Rock, Paper, Scissors
turn is ask Rock Paper or Scissors
print Player 1 game at random
print You turn",2,% is % % % % is ask % % % % print % % % % % print % % 
"game is Rock, Paper, Scissors
turn is ask Rock Paper or Scissors
print Player 1 game at random
print You choose
print turn",2,% is % % % % is ask % % % % print % % % % % print % % print % 
"game is Rock, Paper, Scissors
turn is ask Rock Paper or Scissors
print Player 1 choose
print game at random
print You choose
print turn",2,% is % % % % is ask % % % % print % % % print % % % print % % print % 
"game is Rock, Paper, Scissors
turn is ask Rock Paper or Scissors
print Player 1 choose
print game is random
print You choose
print turn",2,% is % % % % is ask % % % % print % % % print % is % print % % print % 
"game is Rock, Paper, Scissors
turn is ask Rock, Paper or Scissors
one is game is at random
print Player 1 one
print Human turn",2,% is % % % % is ask % % % % % is % is % % print % % % print % % 
"game is Rock, Paper, Scissors
turn is ask Rock, Paper or Scissors
one is game is random
print Player 1 one
print Human turn",2,% is % % % % is ask % % % % % is % is % print % % % print % % 
"game is Rock, Paper, Scissors
turn is ask Rock, Paper or Scissors
print Player 1 game is at random
print Human turn",2,% is % % % % is ask % % % % print % % % is % % print % % 
"game is Rock, Paper, Scissors
turn is ask Rock, Paper or Scissors
print Player 1 game is random
print Human turn",2,% is % % % % is ask % % % % print % % % is % print % % 
"print My name is
",2,print % % is 
"restaurant is ask Where would you like to eat?
print Welcome to restaurant
",2,% is ask % % % % % % print % % % 
"Name is ask Name of restaurant?
print Welcome to Name
server is ask your name?
print My name is server and I will be serving you tonight",2,% is ask % % % print % % % % is ask % % print % % is % % % % % % % % 
"name is ask Name of restaurant?
print Welcome to name
server is ask your name?",2,% is ask % % % print % % % % is ask % % 
"name is ask Name of restaurant?
print Welcome to name ",2,% is ask % % % print % % % 
name is ask Name of restaurant?,2,% is ask % % % 
"Lunch is ask What are you eating for lunch?
Time is ask When are you going for lunch?",2,% is ask % % % % % % % is ask % % % % % % 
Lunch is ask What are you eating for lunch?,2,% is ask % % % % % % 
"name is ask ""my name is?""
print name",2,% is ask % % % print % 
person1 is ask Who is the first person you met?,2,% is ask % is % % % % % 
"restaurant is ask What the name?
print restaurant is your favorite!",2,% is ask % % % print % is % % 
"restaurant is ask Which restaurant are you in
print Welcome to restaurant",2,% is ask % % % % % print % % % 
name is ask name?,2,% is ask % 
"Location is ask Enter location
print Welcome to Location
name is ask What is your name?
print My is name and I will be serving you tonight
",2,% is ask % % print % % % % is ask % is % % print % is % % % % % % % % 
"Location is ask Enter location
print Welcome to Location
name is ask What's your name?
print My is name and I will be serving you tonight
",2,% is ask % % print % % % % is ask % % % print % is % % % % % % % % 
"colors is pink, blue, green, black, white, purple 
print colors at random",2,% is % % % % % % print % % % 
"print name is hope
",2,print % is % 
"name is ask What is your name?
print name is your what is your name!",2,% is ask % is % % print % is % % is % % 
"Lunch is ask What are you eating?
Time is ask What time are you eating?
",2,% is ask % % % % % is ask % % % % % 
"Lunch is ask What are you eating?
",2,% is ask % % % % 
"ask is ten
print ask",2,ask is % print ask 
"player1 is Rock, Paper, Scissors

player2 is ask Rock Paper or Scissors



print Player 1: player1 at random

print Player 2: player2",2,% is % % % % is ask % % % % print % % % % % print % % % 
code is ask why do you want to learn to code?,2,% is ask % % % % % % % % 
"customer1 is ask what is your name?
print customer1
customer2 is ask what is your name?
print customer2

",2,% is ask % is % % print % % is ask % is % % print % 
"customer1 is ask what is your name?
print customer1
customer2 is ask what is your name?


",2,% is ask % is % % print % % is ask % is % % 
"customer1 is ask what is your name?
customer2 is ask what is your name?


",2,% is ask % is % % % is ask % is % % 
"restaurant is ask the name of the restaurant?
print 'Welcome to ' restaurant",2,% is ask % % % % % print % % % % 
"restaurant is ask What is the name of the restaurant?
print 'Welcome to' restaurant",2,% is ask % is % % % % % print % % % 
"Restaurant is ask What is the name of the Restaurant?
print welcome to Restaurant
Name is ask what is the name of the waiter?
print my name is Name and I will be serving you tonight
Name is ask what is your name?
print Hi Name its nice to meet you
Name is ask what is your name?
print Hi Name its nice to meet you
drink1 is ask what is your favorite drink?
drink2 is ask what is your favorite drink?
print great i will be back with one drink1 and one drink2",2,% is ask % is % % % % % print % % % % is ask % is % % % % % print % % is % % % % % % % % % is ask % is % % print % % % % % % % % is ask % is % % print % % % % % % % % is ask % is % % % % is ask % is % % % print % % % % % % % % % % % 
"restaurant is ask the name of the restaurant?
print ' Welcome to ' restaurant",2,% is ask % % % % % print % % % % % 
"restaurant is ask what is the name of the restaurant 
name is ask my name is i will serving you tonight 
name1 is ask my name is its nice to meet you
name2 is ask its nice to meet you
",2,% is ask % is % % % % % % is ask % % is % % % % % % is ask % % is % % % % % % is ask % % % % % 
"restaurant is ask the name of the restaurant?
print print 'Welcome to ' restaurant",2,% is ask % % % % % print print % % % % 
"restaurant is ask what is the name of restaurant?
print welcome to restaurant
print name ",2,% is ask % is % % % % print % % % print % 
"restaurant is ask what is the name of restaurant?
print welcome to restaurant
",2,% is ask % is % % % % print % % % 
"restaurant is ask what is the name of restaurant?
",2,% is ask % is % % % % 
"restaurant is ask what is the name of the 
name is ask my name is i will serving you tonight 
name1 is ask my name is its nice to meet you
name2 is ask its nice to meet you 
",2,% is ask % is % % % % % is ask % % is % % % % % % is ask % % is % % % % % % is ask % % % % % 
"restaurant is ask What is the name of the restaurant?
print 'welcome to ' restaurant
waiter is ask What is the name of the waiter
print 'my name is' waiter ' i will be serving you tonight'",2,% is ask % is % % % % % print % % % % % is ask % is % % % % % print % % % % % % % % % % % 
"restaurant is ask What is the name of the restaurant?
print 'welcome to ' restaurant
waiter is ask What is the name of the waiter
print 'Michael' and i will be serving you tonight",2,% is ask % is % % % % % print % % % % % is ask % is % % % % % print % % % % % % % % 
"restaurant is ask What is the name of the restaurant?
print 'welcome to ' restaurant'",2,% is ask % is % % % % % print % % % % 
"restaurant is ask What is the name of the restaurant?
print 'welcome to ' restaurant '",2,% is ask % is % % % % % print % % % % % 
"restaurant is ask what is the restaurant?
name is ask what is your name
name1 is ask my name is 
name2 is ask my name is
drink1 is ask which drink do you want?
drink2 is ask what drink do you want?",2,% is ask % is % % % is ask % is % % % is ask % % is % is ask % % is % is ask % % % % % % is ask % % % % % 
"restaurant is ask what is the restaurant?
name is ask what is your name
name1 is ask my name is 
name2 is ask my name is
drink1 is ask which drink do you want?",2,% is ask % is % % % is ask % is % % % is ask % % is % is ask % % is % is ask % % % % % 
"restaurant is ask what is the restaurant?
name is ask what is your name
name1 is ask my name is 
name2 is ask my name is",2,% is ask % is % % % is ask % is % % % is ask % % is % is ask % % is 
"restaurant is ask what is the restaurant?
name is ask what is your name
name1 is ask my name is 
",2,% is ask % is % % % is ask % is % % % is ask % % is 
"restaurant is ask What is the name of restaurant?
print what is the name of restaurant",2,% is ask % is % % % % print % is % % % % 
restaurant is ask  ,2,% is ask 
"print Welcome to {{OceanBasket}}
print My name is print name and I will be serving you tonight",2,print % % % print % % is print % % % % % % % % 
"print Welcome to {{OceanBasket}}
print My name is print ' name ' and I will be serving you tonight",2,print % % % print % % is print % % % % % % % % % % 
"colors is red, blue, white
print colors at 0
print colors at 1
print colors at 2",2,% is % % % print % % % print % % % print % % % 
"game is ask rock paper or scissors?
game is at random",2,% is ask % % % % % is % % 
"game is ask rock paper or scissors?
print game is at random",2,% is ask % % % % print % is % % 
"print 1 
print 2
print 3",2,print % print % print % 
"Game is ask rock paper or scissors?
print Game at random",2,% is ask % % % % print % % % 
"player1 is Rock, Paper, Scissors

print Player 1: player1 at random",2,% is % % % print % % % % % 
"name is ask What is your name?
print my name is 'name' and i am excited to be here",2,% is ask % is % % print % % is % % % % % % % % 
"name is ask What is your name?
print is your name?
print and i am excited to be here",2,% is ask % is % % print is % % print % % % % % % % 
"name is ask What is your name?
print name is your name?
print and i am excited to be here",2,% is ask % is % % print % is % % print % % % % % % % 
"name is ask What is your name?
print {{enter name}} is your name?
print and i am excited to be here",2,% is ask % is % % print % % is % % print % % % % % % % 
"name is ask What is your name?
print {{enter name}} is your name!",2,% is ask % is % % print % % is % % 
cheese is ask is it yellow,2,% is ask is % % 
"Restaurant is ask what is eating place?
Name is ask my name is?
Customer1 is ask what is your name?
Customer2 is ask and your name is?
Drink1 is ask what drink do you like?
Drink2 is ask what drink you want?",2,% is ask % is % % % is ask % % % % is ask % is % % % is ask % % % % % is ask % % % % % % is ask % % % % 
"Restaurant is ask what is eating place?
Name is ask my name is?
Customer1 is ask what is your name?
Customer2 is ask and your name is?
Drink1 is ask what drink do you like?",2,% is ask % is % % % is ask % % % % is ask % is % % % is ask % % % % % is ask % % % % % 
"Restaurant is ask what is eating place?
Name is ask my name is?
Customer1 is ask what is your name?
Customer2 is ask and your name is?",2,% is ask % is % % % is ask % % % % is ask % is % % % is ask % % % % 
"Restaurant is ask what is eating place?
Name is ask my name is?
Customer1 is ask what is your name?",2,% is ask % is % % % is ask % % % % is ask % is % % 
"Restaurant is ask what is eating place?
Name is ask my name is?",2,% is ask % is % % % is ask % % % 
"restaurant is ask What is the name of the restaurant?
print 'welcome to ' restaurant
waiter is ask What is the name of the waiter",2,% is ask % is % % % % % print % % % % % is ask % is % % % % % 
"name is print
print name
name is as
print name
name is ask
print name",2,% is print print % % is % print % % is ask print % 
"name is print
print name
name is as
print as
name is ask
print ask",2,% is print print % % is % print % % is ask print ask 
"name is print
print name",2,% is print print % 
"name is is is 
print welcome name",2,% is is is print % % 
"COLOR is ask What is your favorite color?
print  is your favorite!",2,% is ask % is % % % print is % % 
"player1 is rock, paper, scissors

player2 is ask rock paper scissors

print player1 at random

print player2",2,% is % % % % is ask % % % print % % % print % 
"print 'player1'
print 'player2'",2,print % print % 
"player1 is rock, paper, scissors
print player1 at random
player2 is rock, paper, scissors
print player2 at random
print player1 at random
print player2 at random
print player1 at random
print player2 at random",2,% is % % % print % % % % is % % % print % % % print % % % print % % % print % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player2 is rock, paper, scissors
print player2 at random
print player1 at random
print player2 at random
print player1 at random",2,% is % % % print % % % % is % % % print % % % print % % % print % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player2 is rock, paper, scissors
print player2 at random
print player1 at random
print player2 at random",2,% is % % % print % % % % is % % % print % % % print % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player2 is rock, paper, scissors
print player2 at random
print player1 at random",2,% is % % % print % % % % is % % % print % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player2 is rock, paper, scissors
print player2 at random",2,% is % % % print % % % % is % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player2 is rock, paper, scissors
",2,% is % % % print % % % % is % % % 
"player1 is rock, paper, scissors
print player1 at random
player1 is ask player2 what do you choose
print player1 at random
",2,% is % % % print % % % % is ask % % % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player1 is ask player2 what do you choose
print player1 at random
player2 is ask player2 is it my turn",2,% is % % % print % % % % is ask % % % % % print % % % % is ask % is % % % 
"player1 is rock, paper, scissors
print player1 at random
player1 is ask player2 what do you choose
print player1 at random
print player2 at random",2,% is % % % print % % % % is ask % % % % % print % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player1 is ask player2 what do you choose",2,% is % % % print % % % % is ask % % % % % 
"player1 is rock, paper, scissors
print player1 at random
print player2 is ask what do you choose",2,% is % % % print % % % print % is ask % % % % 
"player1 is rock, paper, scissors
print player1 at random
print player2 at random",2,% is % % % print % % % print % % % 
"name is my name is 
print welcome name",2,% is % % is print % % 
"name is my name is 
print welcome my name is",2,% is % % is print % % % is 
"name is ask what are you doing?
print name is what you are doing? ",2,% is ask % % % % print % is % % % % 
"name is ask what are you doing name?
print name is what you are doing? ",2,% is ask % % % % % print % is % % % % 
"name is ask What is your favorite
print Favorite food name",2,% is ask % is % % print % % % 
"been is Jack
print Nice to meet you been",2,% is % print % % % % % 
"name is Boot Camp Module 1
print I am doing name",2,% is % % % % print % % % % 
"animal is cat, dog, fish
print animal at 2
print animal at 2 
print animal at 1
print animal at random
print animal at random
print animal at random
",2,% is % % % print % % % print % % % print % % % print % % % print % % % print % % % 
"
date is ask What's the date today?
print date",2,% is ask % % % % print % 
" ask What is your favorite color?
",2,ask % is % % % 
"store is ask what is the store name
name1 is ask what is the chef name
name2 is ask what is buyer1 name
name3 is ask what is buyer2 name
drink1 is ask what is the first choice of drink
drink2 is ask what is the second choice of drink
print Welcome to store",2,% is ask % is % % % % is ask % is % % % % is ask % is % % % is ask % is % % % is ask % is % % % % % % is ask % is % % % % % print % % % 
"customer is ask Name?
print Name
drink2 is ask customer1 drink?
",2,% is ask % print % % is ask % % 
"store is ask what is the store name
name1 is ask what is the chef name
name2 is ask what is buyer1 name
name3 is ask what is buyer2 name
drink1 is ask what is the first choice of drink
drink2 is ask what is the second choice of drink",2,% is ask % is % % % % is ask % is % % % % is ask % is % % % is ask % is % % % is ask % is % % % % % % is ask % is % % % % % 
"customer1 is ask Name?
print customer1
print customer1
",2,% is ask % print % print % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
waiter is ask Type name of waiter
print My name is waiter and I will be serving you tonight
customer1 is ask Type name for customer1
print Hello customer1 its nice to meet you
customer2 is ask Type name for customer2
print Hello customer2 its nice to meet you
drink1 is ask What would you like to drink customer1?
drink2 is ask What would you like to drink customer2?
print Great I will be back with one drink1 and one drink2
",2,% is ask % % % % print % % % % is ask % % % % print % % is % % % % % % % % % is ask % % % % print % % % % % % % % is ask % % % % print % % % % % % % % is ask % % % % % % % % is ask % % % % % % % print % % % % % % % % % % % 
"player1 is Rock, Paper, Scissors
player2 is ask Play Rock Paper or Scissors?
print player1 at random
print player2",2,% is % % % % is ask % % % % % print % % % print % 
"player1 is Rock, Paper, Scissors
player2 is ask Play Rock Paper or Scissors?
",2,% is % % % % is ask % % % % % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
waiter is ask Type name of waiter
print My name is waiter and I will be serving you tonight
customer1 is ask Type name for customer1
print Hello customer1 its nice to meet you
",2,% is ask % % % % print % % % % is ask % % % % print % % is % % % % % % % % % is ask % % % % print % % % % % % % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
waiter is ask Type name of waiter
print My name is waiter and I will be serving you tonight
",2,% is ask % % % % print % % % % is ask % % % % print % % is % % % % % % % % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
waiter is ask Type name of waiter
print hello waiter
",2,% is ask % % % % print % % % % is ask % % % % print % % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
ask is waiter Type name of waiter
print hello waiter
",2,% is ask % % % % print % % % ask is % % % % % print % % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
ask is waiter Type name of waiter
",2,% is ask % % % % print % % % ask is % % % % % 
"restaurant is ask Type in a restaurant
print Welcome to restaurant
ask is waiter Type name of waiter
print My name is waiter and I will be serving you today",2,% is ask % % % % print % % % ask is % % % % % print % % is % % % % % % % % 
"name is ask what is your name?
print name is ",2,% is ask % is % % print % is 
"name is ask What is your name?
print my name is and i am excited to be here!",2,% is ask % is % % print % % is % % % % % % % 
"name is ask what i am doing? 
print what are you doing name?",2,% is ask % % % % print % % % % % 
"print Welcome to we think code
print We think code is a peer to peer learning institution",2,print % % % % % print % % % is % % % % % % 
"name is ask what is your name?
print is your name?",2,% is ask % is % % print is % % 
"puzzle is Rock, Paper, Scissors
print puzzle at random
player1 is puzzle 
print player1 at random
",2,% is % % % print % % % % is % print % % % 
"puzzle is Rock, Paper, Scissors
print puzzle at random
player1 is puzzle at random
print player1 
",2,% is % % % print % % % % is % % % print % 
"puzzle is Rock, Paper, Scissors
print puzzle at random
player1 is puzzle
print player1",2,% is % % % print % % % % is % print % 
"customer1 is ask What is your name?
customer2 is ask What is your name?
print Hi customer1 its nice to meet you
print Hi  customer2 its nice to meet you",2,% is ask % is % % % is ask % is % % print % % % % % % % print % % % % % % % 
"customer1 is ask What is your name?
customer2 is ask What is your name?
print 'Hi ' customer1 ' its nice to meet you'
print 'Hi ' customer2 ' its nice to meet you'",2,% is ask % is % % % is ask % is % % print % % % % % % % % % print % % % % % % % % % 
"Restaurant is ask Enter the name of the restaurant
print Restaurant",2,% is ask % % % % % % print % 
"move1 is rock 
move2 is paper
move3 is scissors
input is ask whats your move player2 ?
print move1 input move2
print move2 move1 input
print move2 input move2
print move1 move2 input
print input move2 move2
print input input move1
",2,% is % % is % % is % % is ask % % % % % print % % % print % % % print % % % print % % % print % % % print % % % 
"move1 is rock 
move2 is paper
move3 is scissors
input is ask whats your move player2 ?
print move1 input move2
print move2 move1 input
print move2 input move2
print move1 move2 input
print input move2 move2 ",2,% is % % is % % is % % is ask % % % % % print % % % print % % % print % % % print % % % print % % % 
"customer1 is ask Type name for customer1
customer2 is ask Type name for customer2
drink1 is ask What is the first drink you two would like to have customer1?
drink2 is ask And the second drink
print Hello customer1
print I will get drink1
print Hello customer2 I will get you drink2
print Hello customer2",2,% is ask % % % % % is ask % % % % % is ask % is % % % % % % % % % % % is ask % % % % print % % print % % % % print % % % % % % % print % % 
"move1 is rock 
move2 is paper
move3 is scissors
input is ask whats your move player2 ?
print move1 input move2",2,% is % % is % % is % % is ask % % % % % print % % % 
"lunch is ask what time are you going for lunch?
print lunch what time are you going?",2,% is ask % % % % % % % print % % % % % % 
"move1 is rock 
move2 is paper
move3 is scissors
input is ask whats your move player2 ?",2,% is % % is % % is % % is ask % % % % % 
"move1 is rock 
move2 is paper
move3 is scissors
",2,% is % % is % % is % 
